ID_Cliente,Edad,Ingresos,Visitas_Web,Tiempo_Web,Tours_Vistos,Promociones_Usadas,Reservo_Tour,Monto_Pagado
CL08466,46,9626,11,29.09,3,4,0,0.0
CL08467,20,1483,6,0.38,8,0,0,0.0
CL08468,43,2533,0,10.76,5,4,0,0.0
CL08469,47,1169,13,2.29,9,1,0,0.0
CL08470,26,2020,9,18.63,9,3,1,2155.92
CL08471,43,8093,2,10.18,2,2,1,1252.92
CL08472,19,7466,10,21.99,5,0,0,0.0
CL08473,20,1847,19,14.59,7,1,1,899.16
CL08474,63,9887,14,12.58,7,1,0,0.0
CL08475,21,4346,5,10.46,3,2,0,0.0
CL08476,42,5013,17,2.58,7,3,0,0.0
CL08477,30,9078,12,6.14,7,0,1,3626.48
CL08478,56,1031,14,19.17,4,3,1,1243.27
CL08479,61,9368,2,14.9,7,2,0,0.0
CL08480,52,8877,14,2.1,8,0,1,3873.2
CL08481,40,7170,0,16.32,3,4,1,1923.96
CL08482,26,8830,9,1.62,2,3,0,0.0
CL08483,19,3315,17,15.35,9,4,0,0.0
CL08484,58,1065,7,28.95,7,0,1,1838.89
CL08485,61,2928,11,9.22,1,2,0,0.0
CL08486,48,6011,4,21.71,9,4,1,3324.98
CL08487,61,8533,0,22.37,5,4,0,0.0
CL08488,64,7225,7,12.15,2,1,0,0.0
CL08489,19,6447,4,17.8,7,0,0,0.0
CL08490,49,1584,16,14.16,9,2,1,511.2
CL08491,35,7470,14,8.5,3,1,0,0.0
CL08492,30,7685,3,22.64,4,3,0,0.0
CL08493,63,6244,12,21.08,9,2,0,0.0
CL08494,22,9154,16,27.02,2,1,0,0.0
CL08495,59,8951,12,18.54,4,3,1,1173.07
CL08496,61,2748,1,11.66,5,2,1,2431.76
CL08497,27,8670,3,21.42,4,1,0,0.0
CL08498,60,3204,1,18.57,7,2,1,1677.94
CL08499,42,2892,11,18.5,6,4,1,1995.87
CL08500,51,8018,18,25.5,9,1,0,0.0
CL08501,54,4093,17,27.31,4,4,1,1537.49
CL08502,47,1973,9,5.41,9,1,1,2431.0
CL08503,24,5024,4,9.42,1,4,0,0.0
CL08504,23,7615,10,19.51,6,0,1,1049.4
CL08505,20,5329,0,16.72,7,4,1,3156.75
CL08506,30,7715,2,19.57,9,0,1,1383.4
CL08507,20,2477,16,12.99,1,2,0,0.0
CL08508,43,6689,14,12.37,1,3,1,3445.69
CL08509,41,9962,13,3.53,2,3,0,0.0
CL08510,23,8329,14,18.71,6,3,1,3132.32
CL08511,60,7444,15,5.27,3,0,0,0.0
CL08512,59,9497,3,20.13,6,3,0,0.0
CL08513,29,1001,18,29.01,2,3,0,0.0
CL08514,53,9462,7,7.69,6,4,0,0.0
CL08515,19,7843,5,4.26,7,3,1,1319.91
CL08516,28,6972,15,0.73,6,0,1,1588.65
CL08517,56,8903,2,11.36,2,4,0,0.0
CL08518,51,6105,7,6.44,5,0,1,3372.98
CL08519,43,8702,4,14.76,6,1,1,3004.02
CL08520,35,3914,4,15.73,8,3,0,0.0
CL08521,38,6156,11,10.48,9,0,0,0.0
CL08522,53,9298,0,22.5,5,0,0,0.0
CL08523,57,4168,6,27.14,7,4,1,2145.26
CL08524,63,3599,10,6.35,4,1,1,1852.64
CL08525,61,6716,9,25.09,5,1,1,3527.83
CL08526,39,3235,2,3.94,1,3,0,0.0
CL08527,47,3799,7,6.86,3,2,0,0.0
CL08528,60,8013,0,16.84,2,2,0,0.0
CL08529,47,6473,7,9.2,6,4,0,0.0
CL08530,25,1018,19,1.25,9,3,1,1073.5
CL08531,51,1858,10,8.85,3,4,1,3382.55
CL08532,64,6380,6,27.15,2,3,1,1702.26
CL08533,26,4032,15,5.23,2,1,1,2534.27
CL08534,37,5505,6,22.91,6,2,1,2170.73
CL08535,57,6789,12,21.67,6,0,0,0.0
CL08536,42,3531,9,3.19,5,2,1,3334.14
CL08537,36,8471,16,9.88,9,3,1,2070.72
CL08538,22,5719,2,5.68,7,2,1,2677.25
CL08539,28,5863,6,0.69,7,0,1,2825.65
CL08540,32,5038,10,5.19,1,1,0,0.0
CL08541,25,3452,12,6.05,2,1,1,1251.34
CL08542,36,3846,4,4.98,3,3,0,0.0
CL08543,40,9064,18,2.73,5,2,1,3865.94
CL08544,44,7622,14,15.79,4,3,0,0.0
CL08545,57,9896,0,9.68,8,2,1,3267.19
CL08546,49,4462,4,27.25,4,4,1,2105.87
CL08547,43,2159,12,5.62,6,3,0,0.0
CL08548,44,5626,9,18.09,9,2,1,3649.3
CL08549,36,8056,4,27.02,2,4,1,3911.05
CL08550,59,4722,0,1.42,8,3,1,3216.18
CL08551,46,4560,9,15.49,5,1,0,0.0
CL08552,56,7117,17,13.52,6,4,0,0.0
CL08553,58,7589,7,27.86,3,3,0,0.0
CL08554,50,7849,19,19.91,8,0,0,0.0
CL08555,36,3243,2,10.47,2,1,1,3182.1
CL08556,54,9177,18,21.35,1,4,0,0.0
CL08557,36,2760,18,17.48,1,2,0,0.0
CL08558,50,6442,1,10.42,8,0,0,0.0
CL08559,64,8679,16,23.56,2,2,1,3403.18
CL08560,33,3675,15,20.05,5,0,0,0.0
CL08561,40,8124,9,0.16,2,3,1,3584.47
CL08562,24,6781,15,25.95,4,3,1,2693.13
CL08563,43,4236,4,11.91,9,2,1,2312.8
CL08564,49,6898,19,19.36,2,2,0,0.0
CL08565,29,9235,2,11.9,4,2,1,1336.01
CL08566,25,9680,2,26.44,5,4,1,1429.07
CL08567,22,5276,1,19.53,5,1,1,1117.68
CL08568,59,5723,3,17.38,5,2,0,0.0
CL08569,45,6644,17,29.41,2,3,0,0.0
CL08570,22,2115,1,8.42,8,3,0,0.0
CL08571,43,2781,5,1.96,5,2,1,554.3
CL08572,22,9842,2,15.48,6,2,1,1247.69
CL08573,39,2876,2,12.72,8,3,1,2054.35
CL08574,32,6363,1,13.63,8,4,0,0.0
CL08575,30,9532,2,18.6,7,0,0,0.0
CL08576,45,4375,16,18.45,8,3,1,2630.46
CL08577,50,3750,13,11.77,7,0,0,0.0
CL08578,60,4276,6,25.89,6,2,0,0.0
CL08579,40,1448,5,19.54,5,1,0,0.0
CL08580,50,6537,7,26.7,5,2,1,966.98
CL08581,60,5172,18,27.39,8,2,0,0.0
CL08582,35,9989,18,5.02,1,2,0,0.0
CL08583,47,4496,11,20.42,2,3,0,0.0
CL08584,43,3182,4,9.53,1,3,0,0.0
CL08585,33,4326,4,25.09,7,1,0,0.0
CL08586,30,9837,13,21.99,9,0,0,0.0
CL08587,56,1719,16,5.96,7,0,0,0.0
CL08588,50,2522,15,28.16,9,0,0,0.0
CL08589,43,7756,3,20.5,4,2,0,0.0
CL08590,18,7627,7,28.46,7,1,0,0.0
CL08591,55,2069,2,6.06,7,2,1,1543.33
CL08592,19,6562,4,26.09,2,1,0,0.0
CL08593,23,8749,6,20.04,2,4,1,2978.4
CL08594,63,5887,17,16.57,8,3,0,0.0
CL08595,55,5674,7,24.62,2,2,0,0.0
CL08596,59,3156,10,18.99,1,4,0,0.0
CL08597,41,8944,13,20.09,1,0,0,0.0
CL08598,35,5139,17,7.61,1,4,1,3386.66
CL08599,44,6629,12,24.51,6,3,0,0.0
CL08600,58,8087,5,19.51,5,3,0,0.0
CL08601,25,6078,12,25.33,7,3,0,0.0
CL08602,45,7405,0,10.55,3,4,1,2909.06
CL08603,27,7871,10,9.95,5,0,0,0.0
CL08604,34,1632,6,0.72,2,2,1,2872.8
CL08605,46,3199,9,23.06,9,0,0,0.0
CL08606,23,6353,1,9.91,9,1,0,0.0
CL08607,31,3910,15,9.82,4,1,0,0.0
CL08608,39,1622,4,20.66,2,2,1,3126.52
CL08609,23,7073,15,7.59,8,3,0,0.0
CL08610,43,1360,15,27.27,4,2,0,0.0
CL08611,56,7365,14,16.14,5,4,0,0.0
CL08612,29,9401,8,29.08,4,3,0,0.0
CL08613,52,4943,0,2.3,2,2,0,0.0
CL08614,31,5869,8,10.1,6,2,1,1677.19
CL08615,39,9128,10,11.44,1,4,0,0.0
CL08616,40,1877,4,21.91,8,4,1,2366.5
CL08617,24,5795,5,6.39,1,0,0,0.0
CL08618,57,8791,7,11.26,5,1,1,2598.99
CL08619,42,3523,14,27.32,9,2,1,770.36
CL08620,30,7270,15,3.44,1,0,0,0.0
CL08621,38,9583,17,22.36,7,3,0,0.0
CL08622,58,7623,11,21.07,7,3,1,1607.47
CL08623,27,6088,3,3.92,5,1,0,0.0
CL08624,26,8564,15,20.65,4,3,1,2027.04
CL08625,32,8066,10,17.09,9,1,0,0.0
CL08626,19,7545,6,8.63,5,3,0,0.0
CL08627,42,3321,14,9.33,1,3,1,1389.56
CL08628,30,9149,16,24.99,9,2,1,3047.69
CL08629,51,9125,14,6.93,5,4,0,0.0
CL08630,51,9330,9,15.38,9,2,0,0.0
CL08631,52,9294,3,20.43,8,0,0,0.0
CL08632,55,6333,16,3.9,7,4,1,2317.72
CL08633,20,9675,3,27.97,6,2,1,3844.0
CL08634,59,8858,10,7.82,9,4,0,0.0
CL08635,23,5319,3,9.57,4,4,1,2405.57
CL08636,36,6389,11,19.98,5,4,1,3472.23
CL08637,20,2848,9,2.35,1,3,0,0.0
CL08638,35,4205,13,18.83,7,4,0,0.0
CL08639,56,3161,17,27.48,6,3,1,1282.57
CL08640,26,2464,5,7.47,7,4,1,1236.96
CL08641,29,1643,4,10.86,1,3,0,0.0
CL08642,22,6351,1,6.97,7,4,0,0.0
CL08643,20,5553,12,24.56,7,0,1,2557.05
CL08644,28,7518,13,5.03,8,2,0,0.0
CL08645,47,6723,2,10.4,2,4,0,0.0
CL08646,21,8946,10,18.03,1,0,1,1691.02
CL08647,22,1610,3,12.14,1,2,0,0.0
CL08648,18,5302,12,1.96,8,1,1,1965.27
CL08649,44,2543,7,28.43,7,4,0,0.0
CL08650,45,2466,7,10.14,9,1,0,0.0
CL08651,46,7236,12,13.37,2,2,0,0.0
CL08652,35,2181,9,5.03,4,2,0,0.0
CL08653,29,3146,12,25.96,8,4,0,0.0
CL08654,30,3272,12,8.74,6,0,1,1616.41
CL08655,58,5536,16,0.59,2,4,0,0.0
CL08656,19,1719,5,9.49,2,0,0,0.0
CL08657,54,5680,1,29.52,7,4,0,0.0
CL08658,62,4472,16,4.41,9,0,0,0.0
CL08659,33,4642,11,0.94,8,3,0,0.0
CL08660,41,1063,5,17.35,2,0,0,0.0
CL08661,52,1559,4,11.15,3,0,0,0.0
CL08662,39,8446,4,23.85,8,2,0,0.0
CL08663,53,2733,8,21.96,4,1,1,1549.52
CL08664,28,9861,2,5.56,6,4,1,2453.94
CL08665,63,4894,19,16.94,2,2,1,1531.83
CL08666,46,2542,4,0.97,1,1,0,0.0
CL08667,52,3415,6,13.18,6,2,1,1312.98
CL08668,32,7090,11,21.42,8,2,1,3037.97
CL08669,48,6217,6,12.45,5,4,0,0.0
CL08670,59,6387,9,3.54,1,3,0,0.0
CL08671,58,6179,7,1.85,2,2,1,1031.42
CL08672,60,9187,16,25.61,3,4,0,0.0
CL08673,33,7643,4,26.74,2,0,1,2902.69
CL08674,27,8660,14,10.29,9,1,0,0.0
CL08675,49,3458,8,4.93,2,4,1,2857.59
CL08676,19,7028,10,29.36,3,3,1,2427.13
CL08677,41,6447,12,16.38,9,4,0,0.0
CL08678,40,5559,17,14.3,3,4,0,0.0
CL08679,19,3749,16,22.25,8,0,1,499.18
CL08680,55,2948,8,5.07,8,1,1,449.2
CL08681,48,7306,9,17.4,3,1,0,0.0
CL08682,57,9251,4,26.7,3,3,1,2938.17
CL08683,43,9092,10,0.69,8,1,0,0.0
CL08684,46,9524,14,20.19,3,0,0,0.0
CL08685,20,1189,1,16.54,4,3,0,0.0
CL08686,31,7008,19,28.52,5,0,0,0.0
CL08687,42,8482,13,7.76,7,0,1,3088.63
CL08688,18,1295,4,25.77,1,4,0,0.0
CL08689,20,9368,5,9.27,8,4,0,0.0
CL08690,43,9168,14,12.9,3,4,0,0.0
CL08691,35,1799,3,6.4,7,2,1,1294.29
CL08692,26,9997,9,25.91,3,0,0,0.0
CL08693,55,8003,18,5.86,9,1,0,0.0
CL08694,40,9406,8,25.77,5,3,0,0.0
CL08695,38,3700,9,13.67,3,2,1,2524.0
CL08696,18,9788,3,25.05,3,4,1,3456.31
CL08697,38,6873,3,7.93,4,2,0,0.0
CL08698,44,5714,5,3.98,5,2,0,0.0
CL08699,59,7491,7,16.65,5,0,0,0.0
CL08700,23,9333,15,15.28,8,0,0,0.0
CL08701,61,3839,7,10.7,6,1,1,1433.62
CL08702,53,4513,15,19.88,5,3,0,0.0
CL08703,45,2135,5,2.85,2,3,0,0.0
CL08704,62,7357,16,18.66,5,4,0,0.0
CL08705,34,3247,0,6.35,7,1,0,0.0
CL08706,57,7548,18,3.87,3,3,1,2388.88
CL08707,20,5516,17,27.29,7,2,1,1146.28
CL08708,29,5102,16,13.79,1,2,1,3303.57
CL08709,56,2548,16,22.9,6,3,0,0.0
CL08710,29,7532,11,2.67,1,2,0,0.0
CL08711,19,5511,11,1.72,7,2,1,2518.14
CL08712,63,3831,5,14.85,6,4,1,2498.46
CL08713,39,4062,6,9.47,1,2,0,0.0
CL08714,40,8975,7,0.15,9,3,1,3307.25
CL08715,47,4052,2,5.5,5,0,0,0.0
CL08716,22,8210,16,6.56,7,2,0,0.0
CL08717,26,4539,7,8.66,1,3,0,0.0
CL08718,38,1526,10,26.33,8,2,1,426.0
CL08719,28,3807,19,12.62,8,1,0,0.0
CL08720,22,2753,17,20.38,9,4,0,0.0
CL08721,52,7882,15,0.55,2,0,0,0.0
CL08722,44,2654,12,24.42,6,2,0,0.0
CL08723,19,5841,8,7.21,5,3,0,0.0
CL08724,41,5041,18,9.27,6,0,0,0.0
CL08725,48,6024,6,1.36,5,2,1,2946.36
CL08726,50,9965,16,12.29,1,1,0,0.0
CL08727,56,9734,7,25.58,2,3,0,0.0
CL08728,47,5417,7,11.36,3,4,0,0.0
CL08729,63,9977,2,27.26,7,2,0,0.0
CL08730,54,5635,15,26.02,9,3,1,1883.3
CL08731,45,3883,11,1.86,2,2,1,2916.43
CL08732,48,6884,14,9.16,1,4,0,0.0
CL08733,28,1448,3,27.31,1,1,0,0.0
CL08734,40,4310,6,0.89,4,4,1,3064.03
CL08735,19,5585,10,22.97,9,4,0,0.0
CL08736,57,9108,4,27.19,4,4,1,1560.47
CL08737,58,5409,12,23.11,3,0,1,3091.01
CL08738,44,8873,10,22.31,8,3,1,1361.4
CL08739,52,7051,4,25.3,9,2,0,0.0
CL08740,19,9576,7,19.97,5,1,0,0.0
CL08741,56,1294,16,12.69,2,2,0,0.0
CL08742,54,2238,10,1.88,4,0,0,0.0
CL08743,38,9041,18,23.64,8,1,1,2049.98
CL08744,22,3816,17,27.16,2,0,0,0.0
CL08745,62,2098,9,15.35,9,2,0,0.0
CL08746,38,2737,4,15.98,5,1,1,2549.25
CL08747,46,3189,0,12.1,7,2,1,1997.18
CL08748,37,3765,16,25.71,5,3,1,3465.45
CL08749,55,2222,16,0.44,3,0,1,932.13
CL08750,37,7549,0,18.74,2,3,1,1615.52
CL08751,42,1410,0,27.22,3,3,1,2435.31
CL08752,19,3945,8,3.1,2,2,1,1505.61
CL08753,49,9102,3,28.77,2,2,0,0.0
CL08754,43,5786,8,29.03,2,4,0,0.0
CL08755,23,1786,13,27.89,2,4,0,0.0
CL08756,58,3109,14,13.88,8,1,0,0.0
CL08757,20,6446,15,11.49,5,2,0,0.0
CL08758,50,6835,15,21.18,9,0,0,0.0
CL08759,18,2986,12,9.56,5,2,0,0.0
CL08760,22,9126,13,2.05,1,2,0,0.0
CL08761,30,8300,8,27.04,8,3,0,0.0
CL08762,36,6709,8,19.05,3,3,0,0.0
CL08763,29,3403,3,6.21,2,4,0,0.0
CL08764,42,9262,9,0.55,6,1,0,0.0
CL08765,52,5401,2,21.71,4,1,0,0.0
CL08766,29,7701,8,25.58,4,2,1,2776.09
CL08767,47,4295,18,12.17,9,0,0,0.0
CL08768,22,9953,15,2.43,8,3,1,3955.95
CL08769,51,3121,15,19.46,3,0,0,0.0
CL08770,39,4582,16,8.91,9,3,0,0.0
CL08771,56,5197,17,4.32,1,2,0,0.0
CL08772,30,6700,9,15.31,7,1,1,1618.93
CL08773,64,8232,18,14.46,7,2,1,3120.0
CL08774,20,5288,14,15.5,2,3,1,950.51
CL08775,37,2085,14,24.72,7,1,0,0.0
CL08776,48,9645,10,14.54,7,0,0,0.0
CL08777,22,3621,7,27.02,9,0,0,0.0
CL08778,41,9810,15,25.25,6,4,1,2714.34
CL08779,57,9828,9,19.53,9,0,0,0.0
CL08780,50,3348,8,1.71,3,4,0,0.0
CL08781,25,5874,14,25.95,8,1,0,0.0
CL08782,41,4036,4,27.17,4,2,1,2761.68
CL08783,37,3349,19,11.25,1,2,1,1163.32
CL08784,33,6743,1,15.78,7,1,0,0.0
CL08785,29,5432,15,8.43,3,1,0,0.0
CL08786,30,7175,17,0.44,4,3,0,0.0
CL08787,62,8265,15,14.38,3,0,1,2221.52
CL08788,59,7103,4,3.88,6,0,0,0.0
CL08789,56,8358,0,5.5,1,0,0,0.0
CL08790,42,3031,18,14.42,7,4,0,0.0
CL08791,63,2249,9,26.01,8,0,1,2080.59
CL08792,49,7808,12,25.34,3,3,0,0.0
CL08793,41,4556,10,28.95,9,2,1,1663.99
CL08794,64,9519,14,14.48,2,2,1,2298.6
CL08795,61,9988,1,16.56,9,4,0,0.0
CL08796,26,6299,5,24.66,5,3,0,0.0
CL08797,57,4094,10,20.99,6,1,1,3043.16
CL08798,40,3977,14,5.48,2,2,1,1500.73
CL08799,30,1962,8,11.95,5,3,0,0.0
CL08800,49,6725,11,27.87,6,1,0,0.0
CL08801,32,6489,3,4.38,5,4,0,0.0
CL08802,53,2268,13,6.28,4,0,1,2921.52
CL08803,22,6279,2,12.02,8,3,1,3044.5
CL08804,39,1372,16,28.2,2,2,1,756.37
CL08805,33,5380,12,3.41,1,4,0,0.0
CL08806,58,8617,7,20.19,2,3,1,1663.01
CL08807,27,7279,11,3.96,4,4,0,0.0
CL08808,41,1095,11,15.74,1,1,1,1371.56
CL08809,35,5369,11,16.1,9,3,1,1796.52
CL08810,35,4941,1,1.28,1,0,0,0.0
CL08811,24,8021,9,28.62,5,1,0,0.0
CL08812,21,4944,8,24.2,8,0,0,0.0
CL08813,43,6868,0,9.09,9,4,0,0.0
CL08814,22,6396,3,3.92,9,0,0,0.0
CL08815,33,9041,13,10.37,8,1,1,1503.94
CL08816,52,1131,15,26.83,6,1,0,0.0
CL08817,43,8290,17,3.98,6,1,0,0.0
CL08818,35,7516,1,10.48,9,4,1,3249.22
CL08819,46,6906,5,14.83,2,2,0,0.0
CL08820,40,1807,2,0.99,3,4,0,0.0
CL08821,31,1050,19,8.04,6,1,0,0.0
CL08822,32,6277,18,17.87,8,4,1,1262.72
CL08823,50,1055,12,9.72,7,3,1,3053.87
CL08824,42,4664,16,26.12,8,3,0,0.0
CL08825,38,1743,13,28.1,5,2,0,0.0
CL08826,34,7030,10,13.25,9,4,0,0.0
CL08827,40,9131,15,15.96,6,4,1,2223.3
CL08828,60,1079,10,18.92,2,3,1,1954.58
CL08829,34,3966,17,19.94,6,1,0,0.0
CL08830,31,4728,1,1.9,4,0,0,0.0
CL08831,46,5536,7,1.61,5,1,0,0.0
CL08832,37,1125,13,25.97,5,2,1,2783.68
CL08833,47,6813,1,6.6,1,0,1,1366.9
CL08834,36,9410,12,17.52,5,1,0,0.0
CL08835,56,1947,9,18.74,9,4,1,1085.5
CL08836,30,1594,7,4.93,8,4,0,0.0
CL08837,35,6030,6,22.85,8,3,1,1687.13
CL08838,40,1140,12,25.98,3,4,1,3103.4
CL08839,63,4055,18,8.56,9,4,1,2461.1
CL08840,50,5205,14,26.34,9,2,1,2267.7
CL08841,56,6171,1,2.43,7,0,0,0.0
CL08842,57,8782,4,24.01,6,1,1,2503.33
CL08843,35,3660,18,19.2,9,1,1,707.01
CL08844,26,7856,0,17.49,6,2,0,0.0
CL08845,50,7089,6,6.9,3,0,1,1664.5
CL08846,49,6318,17,10.86,6,4,1,3684.65
CL08847,34,3552,0,27.31,2,2,0,0.0
CL08848,36,4611,0,13.97,2,4,1,1922.32
CL08849,44,9062,6,17.83,7,1,1,3296.62
CL08850,23,2040,16,28.08,8,2,0,0.0
CL08851,52,9506,5,13.99,7,2,0,0.0
CL08852,54,8603,19,11.65,5,2,0,0.0
CL08853,51,5172,11,26.8,4,1,1,1044.1
CL08854,37,3946,19,27.33,8,1,0,0.0
CL08855,42,4236,14,10.64,9,3,1,3287.01
CL08856,21,4680,12,17.76,7,1,1,3401.04
CL08857,27,5807,11,28.91,1,1,1,1985.47
CL08858,27,2537,1,1.66,4,4,1,556.76
CL08859,41,4872,17,1.19,4,1,0,0.0
CL08860,38,2867,3,15.5,3,0,0,0.0
CL08861,28,2161,9,8.74,4,4,0,0.0
CL08862,44,4920,10,17.46,9,3,0,0.0
CL08863,33,6693,5,21.73,1,0,0,0.0
CL08864,43,4882,5,2.07,2,3,0,0.0
CL08865,47,8738,8,26.47,7,2,0,0.0
CL08866,33,9456,19,8.31,9,2,1,1907.0
CL08867,24,7331,12,11.44,7,2,1,1676.06
CL08868,33,6182,4,10.11,1,1,0,0.0
CL08869,52,2526,5,25.2,7,1,0,0.0
CL08870,33,9131,3,5.12,6,4,0,0.0
CL08871,57,5394,5,0.86,1,0,0,0.0
CL08872,29,2158,17,29.15,1,0,1,3146.01
CL08873,52,5367,12,29.42,2,2,0,0.0
CL08874,38,5630,2,7.73,6,2,0,0.0
CL08875,60,4513,9,0.28,4,1,1,2958.94
CL08876,53,2144,3,19.38,4,3,0,0.0
CL08877,34,1068,14,19.45,6,0,0,0.0
CL08878,49,4717,11,28.21,9,0,1,2604.38
CL08879,58,5723,14,8.95,1,3,0,0.0
CL08880,23,5213,9,5.69,2,0,0,0.0
CL08881,41,7413,11,18.49,8,0,0,0.0
CL08882,44,4466,7,16.91,8,1,0,0.0
CL08883,37,4026,2,21.53,6,0,0,0.0
CL08884,42,7998,6,26.55,6,2,0,0.0
CL08885,19,3747,17,16.79,8,2,1,737.65
CL08886,26,8271,2,4.5,2,4,1,3164.5
CL08887,45,7171,14,17.94,2,1,0,0.0
CL08888,55,4855,1,11.22,1,1,1,1631.57
CL08889,20,9753,14,13.58,6,2,0,0.0
CL08890,37,3203,12,28.78,6,1,0,0.0
CL08891,23,4419,19,16.65,6,1,0,0.0
CL08892,56,2144,9,4.49,2,4,1,2094.35
CL08893,50,3699,7,13.29,7,3,0,0.0
CL08894,18,1560,15,6.85,3,0,1,2600.82
CL08895,54,2187,15,4.06,1,4,1,3389.83
CL08896,23,4133,1,21.37,1,3,0,0.0
CL08897,62,4411,8,18.86,9,0,0,0.0
CL08898,51,2689,7,14.93,3,2,0,0.0
CL08899,64,5407,10,12.7,8,3,0,0.0
CL08900,32,3423,0,9.67,7,0,1,3335.28
CL08901,62,2369,10,2.64,2,4,1,577.16
CL08902,43,7007,17,8.98,2,0,0,0.0
CL08903,31,7728,14,25.15,4,1,1,2613.63
CL08904,24,9772,8,23.51,2,0,1,3135.75
CL08905,63,1976,8,29.17,5,2,0,0.0
CL08906,48,5272,0,19.68,7,4,0,0.0
CL08907,41,7497,6,16.61,2,3,0,0.0
CL08908,48,1118,11,8.88,9,0,1,2371.3
CL08909,46,2542,9,2.31,1,4,1,2137.53
CL08910,59,5862,18,18.54,2,2,0,0.0
CL08911,49,4043,15,14.64,7,3,0,0.0
CL08912,34,1972,5,22.77,5,0,0,0.0
CL08913,31,1915,10,12.36,1,2,1,1355.89
CL08914,57,7621,18,29.57,4,1,0,0.0
CL08915,53,1586,18,11.93,8,4,1,1370.09
CL08916,41,9542,17,9.99,5,4,0,0.0
CL08917,62,6625,14,26.13,2,0,0,0.0
CL08918,44,8354,15,11.87,9,2,1,2137.01
CL08919,42,5591,13,26.13,1,3,1,3512.86
CL08920,49,3562,7,0.82,1,3,1,1987.63
CL08921,35,7839,7,20.78,5,3,1,1437.14
CL08922,63,9464,1,2.16,9,3,0,0.0
CL08923,35,3927,5,4.45,6,0,0,0.0
CL08924,54,7195,12,21.0,5,0,0,0.0
CL08925,43,7276,12,8.69,6,4,0,0.0
CL08926,26,5290,11,6.31,6,2,0,0.0
CL08927,52,6882,1,24.05,9,1,0,0.0
CL08928,25,7446,19,28.39,9,0,0,0.0
CL08929,37,6167,11,6.97,5,3,1,2305.42
CL08930,59,2522,16,9.52,4,1,0,0.0
CL08931,39,1561,5,21.42,1,4,1,1552.58
CL08932,36,4540,6,24.46,6,3,0,0.0
CL08933,47,2479,5,29.97,7,2,1,3115.11
CL08934,45,7677,3,8.2,7,1,0,0.0
CL08935,52,2205,8,16.7,1,4,0,0.0
CL08936,60,7660,4,4.02,6,0,1,3014.42
CL08937,28,9848,9,9.93,8,2,0,0.0
CL08938,48,1589,14,1.35,3,3,1,1317.27
CL08939,56,5326,7,6.33,1,1,1,2088.1
CL08940,53,5904,3,15.2,7,4,0,0.0
CL08941,47,7421,4,4.91,4,1,1,2058.22
CL08942,40,4759,6,26.68,5,2,1,1494.95
CL08943,36,9939,5,21.31,2,0,0,0.0
CL08944,29,9655,12,0.83,7,0,1,2111.42
CL08945,32,9945,18,26.3,1,2,1,2198.76
CL08946,48,6936,9,29.32,4,3,0,0.0
CL08947,60,9774,14,15.06,8,1,0,0.0
CL08948,54,3205,2,9.44,7,3,0,0.0
CL08949,54,5114,17,7.9,7,4,0,0.0
CL08950,32,5027,13,2.62,7,3,0,0.0
CL08951,46,5816,2,14.75,5,2,0,0.0
CL08952,60,8188,10,1.5,3,0,0,0.0
CL08953,43,3808,9,15.12,7,2,1,1092.64
CL08954,61,4603,16,7.58,8,2,0,0.0
CL08955,19,4913,12,14.29,7,1,1,1931.54
CL08956,37,2419,1,12.55,6,2,1,707.95
CL08957,32,3167,12,9.15,9,4,0,0.0
CL08958,21,3144,18,13.46,6,1,1,2819.19
CL08959,39,3167,4,14.22,5,1,0,0.0
CL08960,55,6891,15,25.01,6,3,0,0.0
CL08961,40,7536,9,19.97,4,2,0,0.0
CL08962,43,2166,11,12.99,6,3,1,1258.3
CL08963,28,4575,19,27.16,4,3,0,0.0
CL08964,45,3841,12,22.67,5,1,0,0.0
CL08965,19,2870,15,2.27,6,3,0,0.0
CL08966,25,3886,0,4.61,1,3,0,0.0
CL08967,46,1159,8,2.45,6,1,0,0.0
CL08968,28,8243,15,9.57,6,1,0,0.0
CL08969,54,4763,18,13.07,1,0,0,0.0
CL08970,35,2055,14,15.13,7,2,0,0.0
CL08971,31,1333,17,25.54,5,0,0,0.0
CL08972,27,4596,11,0.54,8,1,0,0.0
CL08973,52,8607,13,12.85,5,4,0,0.0
CL08974,26,2362,2,12.33,5,3,0,0.0
CL08975,52,1925,3,28.42,2,3,1,1940.12
CL08976,28,6519,5,7.23,4,1,0,0.0
CL08977,61,3443,15,3.67,4,3,0,0.0
CL08978,29,4980,12,4.27,8,0,0,0.0
CL08979,20,8260,11,15.6,3,3,0,0.0
CL08980,56,2419,11,11.73,1,4,0,0.0
CL08981,31,1059,1,22.62,7,2,0,0.0
CL08982,45,3524,12,9.7,9,0,0,0.0
CL08983,28,4797,2,3.84,6,2,1,1919.27
CL08984,56,2578,12,11.61,2,2,1,735.74
CL08985,42,8201,1,26.49,2,4,1,1183.09
CL08986,38,1707,18,12.17,1,4,0,0.0
CL08987,27,9165,8,25.01,6,4,0,0.0
CL08988,60,6277,19,11.15,8,4,0,0.0
CL08989,32,2780,0,8.44,1,0,1,1999.53
CL08990,36,3413,12,23.25,1,4,0,0.0
CL08991,39,8750,1,6.28,1,0,0,0.0
CL08992,38,3161,14,6.95,5,3,0,0.0
CL08993,61,9800,18,1.49,7,2,0,0.0
